"No DESIGNATION","COMMENTAIRE DE SIG","CODE RELEVE","COMMENTAIRE","BLOC NOTE","COMMLITIGEPIDI"
"297462768","","DMS","/DMS/#PTO_non existante#/Passage de c cble en aerien puis par fourreaux pto au salon vu avec le client /DAE OK/","","\"
"299211902","","DMS","/DMS/#PTO_non existante#/Ont ok pto ok test ok 70m aerien/DAE OK/","","\"
"299552568","","DMS","/DMS/#PTO_non existante#/Raccordement ok passage de cable en aerien ok test delc ok /DAE OK/","","\"
"299717342","","DMS","/DMS/#PTO_non existante#/Installation aerienne ok test e ok /DAE OK/","","\"
"297082296","","TVC","/ANN//La cliente ne veut pas chercher le regard sur la partie privee /DAE NA/Non ligible au DAE","","\\"
"223449894","","DMS","/DMS/#PTO_non existante#/Intervention ok passage de c cble 30 m appartement la prise de l armoire electrique a la demande des clients/DAE OK/","","\\Rendez-vous repris avec le client pas de disponible aujourd'hui.\"
"299193128","","DMS","mutation pb 432 tube violette fibre rouge Position/DMS/#PTO_non existante#/Pavillon en fa ade c cble 1 fo 109 m tube violette fibre rouge mutation pb 432 tube violette fibre rouge Position droite slot 4G01 code decharge J730329 installation des quipements liveboxe d codeur ordinateur t l phone tablette suite ala","","\"
"223449496","","DMS","/DMS/#PTO_non existante#/PTO pose a la demande de l abonn ok Installation ok passage de c cble en souterrain ok Ont ok /DAE KO/Ont ok","","\"
"299319332","","DMS","/DMS/#PTO_non existante#/Passage de cable en souterrain pto pose dans le coins mutation sur le PT 999897  sur tube verre  fibre jaune la des est A653683/DAE OK/","","\\J'ai fait tout le raccord juste il faut appeler la GTC pour faire la mutation sur la PM\"
"297464915","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/apcp ok plp ok/DAE OK/","","\"
"298741856","","DMS","/DMS/#PTO_non existante#/Chemin de c cble plus pose PTO vue avec client adduction souterraine /DAE OK/","","\"
"223630028","","DMS","Test ont ok beugue mobi","","\\$GM$ AB /GEM/#LITIGE: AB-Client absent#/A mon arrivee le client voulais se rendre a rendez-vous impr  vus et souhaiterais avoir un autre rendez-vous le mardi 09 matin/DAE NA/Non   ligible au DAE\"
"298191509","","TVC","Apres plusieurs relances pas de retour client doit recontacter son OPT $APMB$$GM$ CP laisse mevo au 06 le 08/04 a 18h30 pour reprendre nouveau RDV des TVC fini / $APAF$ Impossible faire installation car gaine bouche cote jardin en plus regard introuvable client il doit faire le","","\\$GM$ CP  laisse  mevo  au 06  le  08/04 a 18h30 pour reprendre nouveau RDV des TVC fini / $APAF$  Impossible faire installation car gaine bouche cote jardin en plus regard introuvable client il doit faire le necessaire pour faire le travaux \\"
"297676247","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Tout ok plp ok /DAE ERROR/","","\"
"223449550","","DMS","/DMS/#PTO_non existante#/Installation pavillon complete ok Passage de cable souterrain ok /DAE OK/ Decalage pm t2l12 au lieu de t3a12","","\"
"223288428","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Plp immeubles delc ok branchement de la jarretiere au pm installation conforme /DAE OK/","","\"
"299213648","","DMS","/DMS/#PTO_non existante#/Passage de c cble souterrain 200m tire Test ok/DAE OK/","","\$GM$ lo 27/04 09h32 eu Mme Bourdais 0670434973 rdv repris pour aujourd'hui 27/04 $apib$\"
"298195054","","DMS","/DMS/#PTO_non existante#/Passage jarretiere au pm  pose 80m cable 1 fo  delc ok/DAE OK/","","\"
"299093776","","DMS","/DMS/#PTO_non existante#/Passage du c cble en aerien 70 metres puis Passage de c cbles dans le salon a la demande du client /DAE OK/","","\\Remporter le rendez-vous pour vendredi 5 mai a10h vu avec le client \"
"297781401","","DMS","/DMS/#PTO_non existante#/Raccordement aerien  300 m de cables Client  la prise optique  la o il la souhaite/DAE OK/","","\"
"297702226","","DMS","/DMS/#PTO_non existante#/Installation complete ok Pto pose ok/DAE OK/","","\"
"298070252","","DMS","/DMS/#PTO_non existante#/1 fo blanc 30m /DAE OK/","","\"
"297268851","","PBC","/PBC/ABSENCE D4ADDUCTION ENTRE PBO ET CHAMBRE INTERMEDIARE CLIENT /// VU AVEC LATIFA DE LA GTC","","\\$GM$ A CLOTURER\$GM$ BESOIN DOSTECH\$GM$BESOIN DOSTECH\\"
"296949562","","DMS","/DMS/#PTO_non existante#/Pto installer dans conteur avec signal conforme /DAE OK/","","\"
"297780052","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Plp confirmer /DAE OK/","","\\$GM$ RV// Obtenu client au 0754189797  le 28/04  a 13:31   RDV repris pour le 03/05 a partir de 10:00  $APHB$\$GM$  INTERVENTION EN COURS \$GM$ RDV LE 10/05 ENTRE 15H ET 18H \"
"298191855","","DMS","/DMS/#PTO_non existante#/passage en souterrain client ok /DAE OK/","","\"
"298740601","","DMS","/DMS/#PTO_non existante#/Chemin de c cble plus pose PTO vue avec client adduction aerienne /DAE OK/","","\$GM$ LO Laisse mevo le 02/05 au  0689746214  pour reprise de rdv $APIL$\$GM$ LO 02/05 12h01 suite rappel du client 0689746214 rdv repris 05/05 apres-midi <14h30 et 18h>  APIB \"
"299555748","","DMS","/DMS/#PTO_non existante#/Installation aerienne ok testee ok /DAE OK/","","\"
"298754612","","DMS","/DMS/#PTO_non existante#/Technicien Nouri Hattab Type Plp 1fo Pto-19.0 pmz-18.0 Ont Ok /DAE OK/","","\\$GM$ AB Laisse MEVO le 05/05 pour reprendre nouveau RDV / $APSM$ Apres plusieurs appels client ne repond pas \$GM$ RV// Obtenu client au 0611140270 le 08/05  a 11:17  RDV repris pour le 10/05 a partir de 14:00  $APHB$\"
"298741971","","DMS","/DMS/#PTO_non existante#/DAE OK/ Technicien issam intervention aerienne CLEINT ok ont ok","","\"
"299960360","","ANN","/ANN-CLI/La cliente indique que ne peut pas avoir la fibre. La cliente annule la commande. $APSP$ PB facade /GEM//DAE NA/Non eligible au DAE","PB PT 001517 de la zone d influence du client se trouve dans CH/00393 2  PL . Chateau  35500  VITRE.","\\"
"298931648","","DMS","/DMS/#PTO_non existante#/Pavillon souterrain 80 metres fibre pto bureau souterrain $XXXXXX@XXX.XX$ Pb 901 tube bleu fibre bleu Pm 998 porte droite tete03/E02 Numero de d charge A655342/DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\"
"223631113","","DMS","/DMS/#PTO_non existante#/Test ont ok/DAE OK/","","\"
"297705526","","","","",""
"298192463","","DMS","/DMS/#PTO_non existante#/passage en souterrain client ok /DAE OK/","","\"
"297525775","","DMS","/DMS/#PTO_non existante#/Intervention OK passage de c cble en aerien prise pos a la demande de l abonn s internet OK service ok /DAE OK/","","\\reseau aerien  prevoir nacelle  1 armement edf a effectuer client a aiguiller toute la partie prives rdv replace au 29/04 a 8h  a prioriser et respecter 8h car client pas disponible fin de matinee\$GM$ TH Besoin de Nacelle  Obtenu Client le 29/04 repris RDV le 06/05 a 08h imperatif et bien intervenir avec la nacelle / $APSM$* \"
"297672887","","DMS","/DMS/#PTO_non existante#/DAE OK/. Prod en souterrain 110m ok. Pto salon vu avec client. Tout est fonctionnel","","\"
"296612501","","DMS","/DMS/#PTO_non existante#/Passage c cble en aerien pose prise PTO au choix de client brassage pm test OK /DAE OK/","","\\$GM$ clt obtenue le 27/04 pour reprise de rdv le 04/05 a partir de 10h  \"
"298191834","","ORT","/PAD//aucun pb sur la rue zone non fibre encore /DAE NA/Non ligible au DAE Decharge IG095KL","","\\"
"299175525","","DMS","/DMS/#PTO_non existante#/Raccordement ok passage de cable en aerien ok test delc ok mutation decharge J768567/DAE OK/","","\"
"296149584","","DMS","/DMS/#PTO_non existante#/Pose jtr au PM  installation 120m cable en aero sout et installation PTO  muttation au PB  T/ora F/vio T te 1 B/17 N/C A663706 DELC OK/DAE OK/","","\\$GM$RDV repris avec le client 11/05 a partir de 08h00 \"
"299202450","","DMS","/DMS/#PTO_non existante#/Passage de c cbles appart 30 m PTO pose dans le compteur lectrique des clients test OK/DAE ERROR/","","\"
"297780063","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/PLP delc OK /DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\\$GM$rdv repris pour le 04/05 a partir de 08h00 AM\$GM$ Rdv repris par le tech pour le 05/05 a partir de 08h00 AM\"
"296272911","","DMS","/DMS/#PTO_non existante#/Raco effectue en soutterain 80 mettre de c cble utiliser pto placer au salon tout est ok chez le client /DAE OK/","","\"
"298531026","","RMF","PLANNING CHARGEE LA CLIEN TE REFUSE DE PRENDRE UN RENDEZ-VOUS","","\"
"297642436","","TVC","Apres plusieurs relances pas de retour client doit recontacter son OPT $APMB$ Laisse mevo au 0607163151le 31/3 a pour reprendre nouveau RDV des TVC fini / $APSP$/GEM/--#LITIGE: CP-Travaux sur cond","","\\$GM$Laisse mevo au 0607163151le 31/3  a pour reprendre nouveau RDV des TVC fini / $APSP$/GEM/#LITIGE: EP-Elagage en domaine privatif#-#LITIGE: CP-Travaux sur conduite privative#-#LITIGE: CP-Travaux sur conduite privative#-/Passage bien cache sur le mur et pas de gaine pour suivre l'ancien passage  le client doit poser \$GM$0296895734 \\"
"296272913","","DMS","/DMS/#PTO_non existante#/Passage de souterrain installation complete ok pose pto salon au choix du client brassage pm test ok /DAE OK/","","\\$GM$ LO Laisse mevo au  le 05/05 pour reprise de rdv $APAF$  /GEM/#Litige: RF - Rendez-vous non honore Orange#/Difficult   rencontrer lors du client pr  c  dent   manque de temps /DAE NA/Non   ligible au DAE\$GM$ RV Laisse mevo le 05/05 a 17h39 sur le 0650007919 pour confirmer RDV au 08/05 a partir de 14h  selon reponse SMS $APSP$ \"
"299555771","","TVC","/TVC/#Le client a des travaux a faire mais ne souhaite pas les realiser#--/Regard enterr et le client ne souhaite pas faire de travaux /DAE NA/Non ligible au DAE","","\\"
"297760862","","TVC","Apres plusieurs relances pas de retour client doit recontacter son OPT $APBF$ /$GM$ CP laisse mevo au 0788377167 le 06/04 a 18h30 pour reprendre nouveau RDV des TVC fini / $APAF$ GEM/--#Superieur a 20 metres#-/","","\\/$GM$ CP  laisse  mevo  au  0788377167 le  06/04 a 18h30 pour reprendre nouveau RDV des TVC fini / $APAF$   GEM/#LITIGE: CP-Travaux sur conduite privative#-#LITIGE: AG-Pose de gaine#-#Superieur a 20 metres#-/Le client vas voir pour d  baucher la gaine qui relie la son regard et son arriv  e FT /DAE NA/Non   ligible au \\"
"296222464","","ORT","/ORT//Pas de lien PB/PM PB non etiquette Cable non etiquette Numero de decharge : IH071MP/DAE NA/Non eligible au DAE","","\\"
"296949579","","DMS","/DMS/#PTO_non existante#/Pose 90m 1fo Pto OK Ont ok /DAE OK/","","\"
"296611859","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Changement jerter dlec ok c t brassage M2 k7 code de d charge j753808/DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\"
"296272915","","DMS","/DMS/#PTO_non existante#/installation complete ok en aerien Passage c cble au d sir du client Brassage pm ok Tout est ok Client satisfait /DAE OK/","","\"
"296255973","","DMS","/DMS/#PTO_non existante#/Pose 80m de c cble + pose pto Delc ok/DAE OK/","","\\$GM$ LO Rdv repris le mardi 2 mai a 8h30.\"
"298747564","","DMS","/DMS/#PTO_non existante#/Pavillon aero fa ade 80 metres fibre pto salon 2 portees plus fa ade Comac tude a r aliser bandeau vert pos $XXXXXX@XXX.XX$/DAE OK/","","\\$gm$msg rep client pour fixer rdv//\$gm$ obtenu cliente sur son tel le 03/05 08h/10h//\"
"299888476","","DMS","/DMS/#PTO_non existante#/Passage du c cble en souterrain Test Delc ok Nouvelle route PB 276 tube rouge fibre verte Decharge (J740570)/DAE OK/","","\"
"296158962","","DMS","/DMS/#PTO_non existante#/Pavillon aerien 400m /DAE OK/","","\\$GM$ CP Laisse mevo pour reprendre nouveau RDV des TVC fini $APAB$  /GEM/#LITIGE: CP-Travaux sur conduite privative#/Le client va de oir installer une gen 150m entre sa maison et le premier poteau /DAE NA/Non eligible au DAE\$gm$obtenu client le 02/05 rdv repris le 09/05 10h12h/ travaux ok/ pas dispo avant cette date//\$gm$obtenu client sur son tel le 05/05 rdv repris le 11/05 13h/ pas dispo le 09/05 /le matin a eviter terrain humide\"
"297898142","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Pto existante Brassage au niveau du pm Ont ok/DAE OK/","","\"
"298932959","","DMS","/DMS/#PTO_non existante#/Installation complete realiser en aerien. Passage vu et valider par le client test ok /DAE OK/","","\"
"296149585","","TVC","/TVC/#Le client a des travaux a faire mais ne souhaite pas les realiser#---/Le client doit creuser pour d ? terrer une gaine. Il ne souhaite pas faire les travaux pour le moment./DAE NA/Non ? ligible a","","\\"
"296363264","","DMS","/DMS/#PTO_non existante#/Poser 50 metre de c cble en souterrain tout est ok chez le client /DAE OK/","","\"
"296731548","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Jrtor changer au pm t est ok/DAE OK/","","\"
"299556887","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Plp ok/DAE OK/","","\"
"296148284","","DMS","/DMS/#PTO_non existante#/Pose 60 m c cbles + pos jrt au pmz + pos pto dans le salon a la demande du client activ internet tok /DAE OK/","","\"
"223252368","","DMS","/DMS/#PTO_non existante#/Raccordement en aerien OK  ONT OK PHOTO PTO apres en PJ/DAE OK/","","\"
"298754850","","TVC","Apres plusieurs relances pas de retour client doit recontacter son OPT $APMB$ $GM$ CP Laisse mevo le 06/04 pour reprendre nouveau RDV des TVC fini $APSM$ /GEM//gaine existente bouchee par tout le client va poser une nouvelle gaine/DAE N","","\\$GM$ CP Laisse mevo le 06/04  pour reprendre nouveau RDV des TVC fini  $APSM$  /GEM/#LITIGE: CP-Travaux sur conduite privative#/gaine existente bouchee par tout  le client va poser une nouvelle gaine/DAE NA/Non   ligible au DAE\\"
"297449697","","DMS","/DMS/#PTO_non existante#/RACC FA ? ?ADE OK RAS /DAE OK/","","\"
"296146383","","DMS","/DMS/#PTO_non existante#/Pose jrt au pm.pose pto.pose 5 m de c cble en interne.pose 5 m de c cble en fa ade.pose 1 porte de c cble a rien.delc ok avec ONT.photos crioc faites sur mobi/DAE OK/","","\"
"297677779","","DMS","/DMS/#PTO_existante#-#Malfa ? on PLP non detect ? e#-/PLP OK RAS PT 000410/Porte Droite - Slot#01/B12 J743131/DAE OK/","","\"
"297580598","","DMS","/DMS/#PTO_non existante#/Farid ok  1fo  100m  AEROSOUTERRAIN  PTO posee dans le salon a la demande de client val pm-18 val pto-20 cqe ok /DAE OK/","","\"
"299550296","","DMS","/DMS/#PTO_non existante#/Installation complete pavillon ok passage de c cble souterrain ok /DAE OK/","","\"
"298905381","","DMS","Num ro de d charge EMUT_SFOR_20230505093956_0 PLP PBO-SRO-BPI-2904614-009 Tube Rouge Fibre Rouge PTO ZM-2223-7336 Raccordement a r aliser au PM Panneau op rateur Slot 01 Porte Gauche - T te Op rateur/L01 Panneau de brassage client B2-T1-MODULE-E/19 $chris/DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\"
"296147232","","DMS","/DMS/#PTO_non existante#/Passage en souterrain remonte sur fa  ade pose pto au chambre a l c etage /DAE OK/","","\"
"298252087","","DMS","Installation complete Pose 1 fo 30m ND j721293 /DMS/#PTO_non existante#/DAE JU/Ras","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\"
"297935104","","DMS","/DMS/#PTO_non existante#/Installation complete ok Pto pose ok/DAE OK/","","\"
"223305075","","DMS","/DMS/#PTO_non existante#/Pose PTO ok Mise en service OK Decharge EMUT_SFOR_20230427105136_0 Position PM cote client Tete 05 J01 /DAE OK/","","\"
"298252090","","DMS","/DMS/#PTO_existante#-#Malfacon PLP non detectee#-/Plp tous fonctionne chez le client /DAE OK/","","\"
"296146867","","DMS","/DMS/#PTO_non existante#/$XXXXXX@XXX.XX$ pavillon aerien 130m/DAE OK/","","\\Gardez en main pour jeudis 4 8h pas besoin nacelle mais binome pas de refus \"
"298252097","","DMS","Plp complete /DMS/#PTO_existante#-#Malfa on PLP non detect e#-/DAE OK/","","\"
"223449162","","DMS","Plp immeuble. Installation conforme. Delc ok. Passage de la jarretiere au PMI","","\"
"299193054","","DMS","/DMS/#PTO_non existante#/Mise en service 3 portees et 350m en souterrain pose pto au s jour installation quipement test delc ok /DAE OK/","","\\$GM$ Un rdv a ete repris par le technicien pour le 08/05 a partir de 08h00 $APSP$   Client n'est pas disponible il sera dispo lundi 08 a partir de 10h \"
"297083265","","DMS","/DMS/#PTO_non existante#/Installation complete en aerien Passage de c cble en a rien Pto au salon vu avec le client /DAE OK/","","\"
"297812339","","DMS","/DMS/#PTO_non existante#/Tout Ok Installation en Aerien Ok/DAE OK/","","\"
"298532760","","DMS","/DMS/#PTO_non existante#/Tout fonctionne bien chez le client /DAE OK/","","\\$GM$  INTERVENTION EN COURS \"
"297780451","","DMS","Intervention ok   passage de cable en aerien puis facade pto au bureau vu avec le client (Problemes techniques avec mobi photos inserees en PJ)","","\\$GM$ client injoignable  message laisse  le 28/04/2023 pour pour reperdre un nouveau rdv a partir de 03/05/2023   Ke. \$GM$ clt obtenue pour reprise de rdv le 09/05 a partir de 10h \"
"298471112","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Jarretiere pm tout est ok chez le client /DAE OK/","","\\$GM$ LO Obtenu clt le 28/04 au  0601747476  repris rdv le 03/05 a partir de 14h $APIL$\"
"223449164","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Mise en service OK Tube orange fibre jaune /DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\"
"223288624","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/$XXXXXX@XXX.XX$ reprise PTO avec. La stgp orange Le FI 6220-5771 PB 0077 73 tube bleux fibre jeune code d  charge J783665 cliens mais en service /DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\"
"298930290","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Technicien Nouri Hattab Type Plp 1fo Pto-19.0 pmz-18.0 Ont Ok PT 000444 tube bleu fibre jaune Pmz T1D9 au lieu de T1 H10 PTO MB-1063-8133 D CHARGE A659912/DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\\$GM$ AB Laisse MEVO le 27/04 pour reprendre nouveau RDV / $APSM$ /GEM/#LITIGE: AB-Client absent#/Client ne repond pas aux t ?  l ?  phones /DAE NA/Non  ?  ligible au DAE\$GM$ Suite rappel  ce jour le 28/04 a 13h43 prise de rdv le 05/05 en marge apres-midi a 13h\"
"298743928","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Plp d charge reprise j739200 Tube rouge fibre bleu pb3014/DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\"
"299050921","","TVC","Obtenu client au 0684515287 le 10/05 a 18:05  il informe qu il ne veut pas faire les TVC $APHB$","","\\$GM$ CP  laisse  mevo  au  0687515287 le  14/04 a 18h30 pour reprendre nouveau RDV des TVC fini / $APAF$   /GEM/#LITIGE: CP-Travaux sur conduite privative#-#LITIGE: CP-Travaux sur conduite privative#-/Les gaine tel  phonique et passe derriere le mure/DAE NA/Non   ligible au DAE\\"
"223370875","","ORT","/ORT//Gc inexistante entre la chambre intermediaire et la chambre du pbo/DAE NA/Non ligible au DAE","","\\"
"298851047","","DMS","/DMS/#PTO_non existante#/Pose 200m de 1fo /DAE OK/","","\\$GM$ LO Laisse MEVO le 19/04 pour reprendre nouveau RDV / $APSM$\$GM$ Obtenu M. Vermet au 0651713507 le 19/04 a 14h16   repris RDV le 25/04 entre 14h   17h / $APTE$\$GM$ RV Obtenu Client le 26/04 repris RDV le 03/05 a 08h  imperatif a ne pas louper deja 3eme rdv non honore / $APSM$*\"
"299182406","","DMS","/DMS/#PTO_non existante#/Raccordement en Aerien ok Pto install  e selon le souhait du client ok Delc ok/DAE OK/","","\"
"299629346","","TVC","Apres plusieurs relances pas de retour client doit recontacter son OPT $APMB$ Laisse mevo au 0607102158 le 31/3 a pour reprendre nouveau RDV des TVC fini / $APSP$/GEM//Le client va passer une gaine du pingion au DTI./DAE NA/Non eligible","","\\Laisse mevo au  0607102158 le 31/3  a pour reprendre nouveau RDV des TVC fini / $APSP$/GEM/#LITIGE: CP-Travaux sur conduite privative#/Le client va passer une gaine du pingion au DTI./DAE NA/Non eligible au DAE\$GM$Laisse mevo au  0607102158 le 31/3  a pour reprendre nouveau RDV des TVC fini / $APSP$/GEM/#LITIGE: CP-Travaux sur conduite privative#/Le client va passer une gaine du pingion au DTI./DAE NA/Non eligible au DAE\\"
"298424628","","DMS","DMS/#PTO_non existante#/DAE OK/ intervention souterraine CLEINT ok ont ok Ko voisin Ja ai rien touche ja ai essaye de reparer le probleme avec orange en ligne mais toujours pas","","\\$GM$ Laisse MEVO au   0662152892 le  10/03  a   pour reprendre nouveau RDV $APSP$Client reponds les appelles le recontacte la CA pour un autre rendez-vous \$GM$ suite appel cliente 14/03 a 16h44 repris rdv le 18/03 entre 14h30 et 18h00 $APSK$\$GM$ AI Un rdv a ete repris par le technicien pour le 24/03 a partir de 13H $APAB$  Pour le 24 a 13h\Obtenu clt le 01/04  a  pour reprendre nouveau RDV des TVC fini $APle$ /GEM/#LITIGE: CP-Travaux sur conduite privative#/Le client vas faire le necessaire et rappellera pour reprendre rendez-vous /DAE NA/Non   ligible au DAE\$GM$ Suite rappel client ce jour le 13/04 a 13h18 prise de rdv le 22/04 en marge matin  a partir de 10h \$GM$ Obtenu Mme Roudaut au 0662152892 le 21/04 a h   repris RDV le 28/04 entre 10h   14h / $APTE$\Rdv repris avec client pour le 06/5 a 9h car tvc plus besoin de poser ficelle de regard jusqu'au tableau electrique car gaine coupe dans vide sanitaire \"
"296149589","","DMS","/DMS/#PTO_non existante#/1 pavillon aerien 1 fo 100m /DAE OK/","","\"
"223467629","","DMS","/DMS/#PTO_non existante#/Installation realisee en aerien 150m de cable poser PTO dans le salon a la demande du client /DAE OK/ decharge A654844","","\\Rendez-vous reprie \Rendez-vous reprie \"
"298930879","","DMS","/DMS/#PTO_non existante#/Comm. releve Pavillon aero fa ade 50 m tres fibre pto salon 1 portee plus fa ade $XXXXXX@XXX.XX$/DAE OK/","","\\$GM$ CP /GEM/#LITIGE: PP-Percement en domaine privatif#-#LITIGE: DD-Deplacer l'arriv  e int  rieure#-/Client voit avec un   lectricien pour pos   une gaine par le grenier de sa fa  ade vers le salon dcp fait voir photo en pj $yves4u@gmail.com$/DAE NA/Non   ligible au DAE\"
"223086368","","DMS","/DMS/#PTO_non existante#/Racc aerien 50 m c cble fibre plus pose pto au salon a la demande de client tout ok /DAE OK/","","\"
"298851154","","DMS","/DMS/#PTO_non existante#/Pose jrt au pmz. Passage c cble aerien et pose pto. Tout ok /DAE OK/","","\\Tvc car beosin de poser gaine entre l'arrive et l'emplacement souhaite de la livebox laisser numero ca constructel pour reprendre rdv \$GM$Rv\\Obtenu clt au 0661935015   le 20/04 repris rdv le 27/04 a  partir 10h00 $APEP$\"
"297760983","","DMS","/DMS/#PTO_non existante#/Mohand ok. Raccordement pavillon en aerien ok pto pose au salon a la demande du client val pm-17 Val pto-18 delck ok/DAE OK/","","\\/GEM/#LITIGE: MC-Besoin nacelle#/Besoin nacelle vu avec le client pour un nouveau rdv le  28 /05/2023/DAE NA/Non eligible au DAE\"
"298931728","","DMS","/DMS/#PTO_non existante#/Pavillon aero fa ade 60 metres fibre pto salon 1 portees plus fa ade $XXXXXX@XXX.XX$ /DAE OK/","","\"
"297474603","","ANN","/ANN-CLI//ANN//J arrive devant chez le client je l appelle il m a dit qu il a annule/DAE NA/Non ligible au DAE","","\\TECHNICIEN EN PANNE //// IMPOSSIBILITE DE JOINDRE LE CLIENT POUR REPRISE RDV \$GM$ TH Obtenu client le 25/04 a 11h05 sur le 0670451779. Rdv repris pour le 28/04 a partir de 14h. $APSP$\$GM$ A HONNORER IMPERATIVEMENT LE 29/04 /// CLT INJOIGNAB\$GM$A CLOTURER \\"
"297812059","","DMS","/DMS/#PTO_non existante#/Zahir ok 1fo 100m passage de c cble en aerien pto pos dans le salon a la demande du client Val PM -19val pto-20/DAE OK/","","\"
"299888670","","DMS","/DMS/#PTO_non existante#/Passage du c cble en souterrain Test Delc ok /DAE OK/","","\"
"297894381","","DMS","Raccordement aerien 400 m de cable le client a la prise optique la ou il la souhaite contrat de vente a domicile   apie bug crioc bug cim bug","","\\$GM$ CP  laisse  mevo  au 0631468355  le  06/04 a 18h30 pour reprendre nouveau RDV des TVC fini / $APAF$   /GEM/#LITIGE: EP-Elagage en domaine privatif#/le client doit couper les branches/DAE NA/Non eligible au DAE\$GM$ suite rappel client ce jour le 06/04 a 14h55 prise de rdv le 18/04 en marge matin  a partir de 10h \$GM$ Suite appel  cliente le 18/04 16h30  pris RDV le 2/05 entre 10 et 14h $APMJ$\"
"296275623","","DMS","/DMS/#PTO_non existante#/Installation complete realiser. Passage vu et valider par le client test ok. PB sout passage en fa ade voir photo /DAE OK/","","\"
"299656830","","ORT","/ORT//Pas de continuit entre PB et PM Installation ok ND JJ087EI/DAE NA/Non ligible au DAE","","\\"
"299347656","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Plp box ok EMUT_SFOR_20230510122814_0/DAE OK/","","\\$GM$ client obtenu par le tech le 09/05/2023  RDV confirme le 10/05/2023 a partir de 15h  ke\"
