"CODE INTERVENTION","No DESIGNATION","No INTERVENTION","COMMENTAIRE DE SIG","CODE RELEVE","COMMENTAIRE","BLOC NOTE","COMMLITIGEPIDI"
"IQPFTH","298479732","22709247","","DMS","/DMS/#PTO_non existante#/Passer la jartierre au pm Poser 70m 1fo avec pto /DAE OK/","","\\$GM$ CP Laisse mevo pour reprendre nouveau RDV des TVC fini $APAB$  La cliente va contacter un electricien pour faire un percement dans le mur car mur epai de 1 metre cailloux ancien manoir et reprendra rendez-vous avec la ca \$GM$$GM$27/04 contact client : tc finis nouveau rdv 09/05 de 13h30 a 15h30\"
"IQPFTH","299597883","22709282","","TVC","Apres plusieurs relances pas de retour client doit recontacter son OPT $APJC$ $GM$ CP Laisse mevo pour reprendre nouveau RDV des TVC fini $APAB$ Le client doit coupe ses arbres et fait une chemin pour passer le cable","","\\$GM$ CP Laisse mevo pour reprendre nouveau RDV des TVC fini $APAB$  Le client doit coupe ses arbres et fait une chemin pour passer le cable\$GM$$GM$ CP Laisse mevo pour reprendre nouveau RDV des TVC fini $APAB$  Le client doit coupe ses arbres et fait une chemin pour passer le cable\\"
"IQSFTH","298420617","22776438","","ETU","/GEM//Monque poteau pour raccorde clt en a ? rien Grande distance entre poteau et chez clt ? ?tude a faire /DAE NA/Non ? ligible au DAE","Adduction client en souterrain jusqu?au poteau ou se trouve le PB. Si blocage merci de faire un dostec.PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\\Gaine casse entre pb et mur clt  Rdv le27\$GM$ Laisse mevo le 27/04  pour reprendre nouveau RDV des TVC fini  $APSM$  gaine client bouchee dans le jardin de son voisin besoin etude \\"
"IQPFTH","299174682","22776475","","DMS","/DMS/#PTO_non existante#/Livrer une pto dms delc ok crioc ok /DAE OK/","","\\$GM$ Mevo impossible au  0769978400  le 28/04. $APSP$ Besoin nacelle et d'un binome \"
"IQPFTH","297781310","22776484","","DMS","/DMS/#PTO_non existante#/Raccordement aerien  OK 70 m box OK. R.A.S./DAE OK/","","\\ $GM$ TH Un rdv a ete repris par le technicien pour le 04/05  a 8h $APAF$  /GEM/#LITIGE: MC-Besoin nacelle#/Vu avec le client  pour un nouveau rdv  04/05/2023 8H30  DE PR ?F ?RENCE  /DAE NA/Non eligible au DAE\"
"IQPFTH","298194233","22776501","","PAD","#obtenu BONNET AURELIE au 0641441891 le 03/05/2023 a 9:57   doit annuler le rdv car l adresse correct est 5 route de kerambloc h loc eguiner st thegonnec 29410 st thegonnec loc eguiner#pas eligible#ND:0298194233#","","\"
"IQPFTH","297085996","22776515","","RMF","Apres plusieurs relances pas de retour de la part du clt laisse mevo informent que doit contacter son operateur $APEP$ $GM$ TH Laisse MEVO le 03/05 pour reprendre nouveau RDV / $APSM$ /GEM//Aerien il faut un equipe en nacelle/DAE NA/Non eligible au DAE","","\\$GM$ TH Laisse MEVO le 03/05 pour reprendre nouveau RDV / $APSM$ /GEM/#LITIGE: MC-Besoin nacelle#/Aerien il faut un equipe en nacelle/DAE NA/Non eligible au DAE\"
"IQPFTH","296149041","22776525","","DMS","/DMS/#PTO_non existante#/60m c cble souterrain fa ade Pto dans salon/DAE OK/","","\\$gm$obtenu cliente le 21/04 rdv repris le 28/04 13h/ pas dispo matin//\"
"IQPFTH","299779931","22776571","","TVC","/TVC/#Le client a des travaux a faire mais ne souhaite pas les realiser#--/DAE NA/Non ligible au DAE","","\\"
"IQPFTH","296725793","22709447","","TVC","27/4 10h16 suite mail d orange = Merci de cloturer le rendez vous du client car il a annule sa commande  ","Merci de cleturer le rendez vous du client car il a annulsa commande   ","\\$GM$ CP Envoye SMS au 06 28/03   a 18h30 pour reprendre nouveau RDV des TVC fini $APAB$  /GEM/#LITIGE: CP-Travaux sur conduite privative#-#LITIGE: CP-Travaux sur conduite privative#-/Repar   ou poser gaine entre garage et salon/DAE NA/Non   ligible au DAE\$GM$$GM$ CP Envoye SMS au 06 28/03   a 18h30 pour reprendre nouveau RDV des TVC fini $APAB$  /GEM/#LITIGE: CP-Travaux sur conduite privative#-#LITIGE: CP-Travaux sur conduite privative#-/Repar   ou poser gaine entre garage et salon/DAE NA/Non   ligible au DA\\"
"IQPFTH","299175301","22776580","","DMS","/DMS/#PTO_non existante#/Installation souterrain complete OK PTO pose dans le garage a la demande de client /DAE JU/Mise a jour","","\"
"IQPFTH","297939266","22776590","","DMS","/DMS/#PTO_non existante#/Installation complete ok Pto pose ok /DAE OK/","","\"
"IQPFTH","297582516","22776615","","ANN","/ANN-CLI//ANN// ? ?chec la cliente souhaite rester sur l c ? ?adsl pour le moment car elle vas dem ? nager /DAE NA/Non ? ligible au DAE","","\\"
"IQSFTH","298251004","22776653","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Plp tous fonctionne chez le client PB 3675 tube rouge fibre vert num ro d  charge :J810696 position PM droite Slot 1 L/03 vu avec ravaa GTC orange /DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\"
"IQPFTH","299597312","22776680","","DMS","/DMS/#PTO_non existante#/Pro pose a la demande de l abonn ok Installation ok passage de c cble en souterrain ok Ont ok /DAE OK/","","\"
"IQPFTH","298907554","22776683","","DMS","/DMS/#PTO_non existante#/Tout fonctionne bien chez le client /DAE OK/","","\\$GM$ INTERVENTION EN COURS \"
"IQLFTH","223302529","22776699","","DMS","/DMS/#PTO_non existante#/Pose PTO ok Mise en service OK /DAE OK/","","\"
"IQPFTH","296729224","22776721","","RMF","Suites a plusieurs relances au 0671909858 client doit contacter son OPT le 29/04 a 11:49 $APJB$ RELANCE// Envoye sms le 26/04 pour reprise rdv $APBF$ RELANCE // ENVOY SMS LE 24/04 POUR REPRENDRE RDV $APMB$","15/04/2023#ContactClient#","\\\"
"IQPFTH","297705985","22776735","","DMS","/DMS/#PTO_non existante#/DAE OK/","","\"
"IQSFTH","299193144","22776750","","TVC","Apres plusieurs relances pas de retour de la part du clt laisse mevo informent que doit contacter son operateur $APEP$ $GM$ Laisse mevo au 0777264995 le 26/4 a pour reprendre nouveau RDV des TVC fini / $APSP$ PAS DE PRISE .Le client doit demander l autorisation du proprietaire p","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\\$GM$ Laisse mevo au 0777264995  le 26/4  a pour reprendre nouveau RDV des TVC fini / $APSP$ PAS DE PRISE .Le client doit demander l'autorisation du proprietaire pour un percement et colage de cable en apparent car aucune gaine n'est exploitable.\\"
"IQPFTH","297706098","22776755","","DMS","/DMS/#PTO_non existante#/Installation FTTH pavillon en aerien sur 50 m /DAE OK/","","\"
"IQPFTH","297400594","22776772","","DMS","/DMS/#PTO_non existante#/Apcp ok. 1 pto posee /DAE OK/","","\"
"IQPFTH","296141879","22776779","","DMS","/DMS/#PTO_non existante#/Pavillon aero pose pto ont test OK installation conforme /DAE OK/","","\"
"IQPFTH","297521050","22776797","","DMS","/DMS/#PTO_non existante#/Installation complexe en souterrain Passage de c cble en souterrain Pto au salon vu avec le client /DAE OK/","","\"
"IQPFTH","223301941","22776824","","DMS","/DMS/#PTO_non existante#/Racc aerien ok Pto bureau Tout est ok  30 m /DAE KO/Box ok","","\"
"IQPFTH","299173665","22709710","","DMS","/DMS/#PTO_non existante#/$XXXXXX@XXX.XX$ Toure monofibre 230 m seuterain PTO pos au garage acoute ou il va m  tre le cliens le conteur RJ45 teste DLC OK cliens mais en service . Ya vais un probleme de passage dans la rue le PB/DAE OK/","","\$GM$ lo 29/03 13h34 eu mme LOUIS 0615734539 rdv repris 01/04 matin entre 10h et 14h $apib$\$GM$ CP  laisse mevo  au  0615734539 le  03/04 a 18h30 pour reprendre nouveau RDV des TVC fini / $APAF$   GEM/#LITIGE: CP-Travaux sur conduite privative#/Travaux cliens gaine boucher  de la prise ADSL  jusqu'a DTI au garage il faux sois debouche la gaine sois tir   une nouvelle gaine /DAE NA/Non   ligible au DAE\$GM$ RV Obtenu Cliente au  0615734539  le 18/04 a 16h12  repris RDV le 06/05 de 10h a 14h / $APCC$\"
"IQSFTH","297671052","22776848","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Plp1 ok D charge J837838/DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\"
"IQCFTH","298534449","22776868","","RMC","Suite a plusieurs relances aucun retour de la part du clt  laisse mevo le 03/05 clt doit recontacter son operateur $APIL$ $GM$ AB Laisse MEVO le 26/04 pour reprendre nouveau RDV / $APSM$ client absent Client au travail pas disponible aujourda hui","","\\$GM$ AB Laisse MEVO le 26/04 pour reprendre nouveau RDV / $APSM$ client absent  Client au travail pas disponible aujourda  hui \"
"IQPFTH","296850719","22776895","","DMS","/DMS/#PTO_non existante#/Pose jrt pmz+60m fibre+pose ptdelc ok/DAE OK/","","\"
"IQLFTH","223444787","22709768","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Plp ok Immeuble precable Pbo ok Pm ok Ro ok/DAE OK/","","\\$GM$ LO Le client souhaite reprendre rendez-vous pour le 28 a 8h30\$GM$ Obtenu M. Jasmin au 0643625710 le 20/04 a 10h08   repris RDV le 02/05 entre 08h   12h / $APTE$\"
"IQPFTH","296149563","22776897","","DMS","/DMS/#PTO_non existante#/Pavillon souterrain 1fo 70m adresse mail $XXXXXX@XXX.XX$/DAE OK/","","\"
"IQPFTH","298042884","22776900","","DMS","/DMS/#PTO_non existante#/Xavier.caill@wanadoo.fr 1fo noir 110m Test delc vu avec gtc il s agit d un autre technicien /DAE KO/Ras","","\\Rendez-vous repris pour le vendredi 05/05/2023 a partir de 10h00\"
"IQPFTH","298095378","22776906","","DMS","/DMS/#PTO_non existante#/Passage du c cble en aerosiuterrain ok pto pose a la demande du client ok /DAE OK/","","\\$GM$ INTERVENTION EN COURS\"
"IQPFTH","297582642","22776915","","DMS","/DMS/#PTO_non existante#/racc sout OK ras/DAE OK/","","\"
"IQLFTH","299880934","22776916","","RMC","Suite a plusieurs relances aucun retour de la part du clt  laisse mevo le 03/05 clt doit recontacter son operateur $APIL$ $GM$ AB Laisse MEVO au 0661249962 le 24/04 a 16H44 pour reprendre nouveau RDV / $APAF$ /GEM//Pas de nom a l interphone. pas de reponse au t l phone ni SMS. Pas le nom","","\\$GM$ AB Laisse MEVO au 0661249962  le  24/04  a 16H44 pour reprendre nouveau RDV / $APAF$ /GEM/#LITIGE: AB-Client absent#/Pas de nom a l'interphone. pas de reponse au t  l  phone ni SMS. Pas le nom sur les boites aux lettres. /DAE NA/Non   ligible au DAE\"
"IQSFTH","299210254","22776925","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Prise d ja existantes Test Delc ok Nouvelle route PB 919 tube bleu fibre bleu D charge (J735378)/DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\"
"IQSFTH","299140243","22776929","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/DAE OK/ Raccordement pm tout est ok","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\"
"IQPFTH","296143481","22709804","","TVC","Apres plusieurs relances pas de retour client doit recontacter son OPT $APMB$ $GM$ CP Laisse mevo pour reprendre nouveau RDV des TVC fini $APAB$ Fourreau bouche le client va faire passer une gaine et il rappellera","","\\$GM$ CP Laisse mevo pour reprendre nouveau RDV des TVC fini $APAB$ Fourreau bouche le client va faire passer une gaine et il rappellera \\"
"IQPFTH","298194243","22776938","","ORT","/PAD//Besoin plantation des poteau Client habite a penandaouen et pas des poteau pour relier la maison au reseau Maison jamais eu ni ladsl ni la fibre /DAE NA/Non eligible au DAE","","\\"
"IQPFTH","223302915","22776958","","DMS","/DMS/#PTO_non existante#/Racc aerien 3 port 100m tout service ok /DAE OK/","","\"
"IQPFTH","296948270","22776976","","DMS","/DMS/#PTO_non existante#/$XXXXXX@XXX.XX$ pavillon aerien 90m /DAE OK/","","\$GM$ LO TH Obtenu client le 22/04 a 09h34 sur le  0629430879. Rdv repris pour le 28/04 a partir de 10h. $APSP$\"
"IQPFTH","297896232","22709865","","TVC","Apres plusieurs relances pas de retour client doit recontacter son OPT $APJC$ /$GM$ CP laisse mevo au 0687540295 le 24/04 a 15h42 vpour reprendre nouveau RDV des TVC fini / $APAF$ GEM/--/Le client doi","","\\$GM$ AB Le client est pas disponible aujourd'hui. RDV repris pour le 24/04/2023 a 13 heures.\/$GM$ CP  laisse  mevo  au  0687540295 le  24/04 a 15h42 vpour reprendre nouveau RDV des TVC fini / $APAF$   GEM/#LITIGE: PF-Passage en faux plafond#-#LITIGE: CP-Travaux sur conduite privative#-/Le client doit passer une gaine en faut plafond /DAE NA/Non eligible au DAE\\"
"IQPFTH","297316384","22709867","","DMS","/DMS/#PTO_non existante#/Raccordement pavillon ok. Passage du c cble en aerien. 50 metres du c cble. PTO install e dans le salon a la demande du client. Valeur PTO-19 valeur PM-18.test delect FTTH Ok. Ras/DAE OK/","","\\$GM$ LO Rdv repris pour le 24/04 a partir de 13h30. Cliente doit s'absenter a 16h30\Client pas disponible LO Rdv repris pour le vendredi 28/4 a 13h00\"
"IQPFTH","296255736","22777061","","DMS","/DMS/#PTO_non existante#/Poser 120 metre de c cble en souterrain tout est ok chez le client /DAE OK/","","\\Laisse msg chat client pour reprise de rdv\"
"IQSFTH","297135699","22777070","","RMC","suite a plusieurs relances fin du planif ft le 04/05 a 16:52 $APJB$ /GEM//Client absent  j ai essaye le rejoindre plusieurs fois Personne qui reponde /DAE NA/Non eligible au DAE Photos sur le piece jointe","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\\/GEM/#LITIGE: AB-Client absent#/Client absent  j'ai essaye le rejoindre plusieurs fois Personne qui reponde /DAE NA/Non eligible au DAE Photos sur le piece jointe \"
"IQLFTH","299341909","22777078","","DMS","/DMS/#PTO_non existante#/Pto installee dans le salon Tout est ok Enq satisfaction vu /DAE OK/","","\\/GEM/#LITIGE: AB-Client absent#/Client m'a demande de replanifier un rendez-vous apres son retour de voyage professionnel pour le 3 mai a 14h pour une construction de ligne avec passage de c cble    cette date client sera disponible/DAE NA/Non   ligible au DAE\"
"IQPFTH","296500982","22777088","","DMS","/DMS/#PTO_non existante#/DAE OK/","","\"
"IQPFTH","299556136","22777116","","DMS","/DMS/#PTO_non existante#/installation aerienne ok passage en fa  ade cher le client et sur 3.poteau a l ext rieur 200m de c cbles pto installer dans salon a la demande du client services ok /DAE OK/","","\"
"IQCFTH","299170096","22777118","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/$XXXXXX@XXX.XX$ dossie PLP cliens branch a la pm est mais en service photo sur croic non photos sur rjp praxiedo /DAE OK/","","\"
"IQCFTH","298251192","22777124","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Pose jrt au pmz Pose tiquette Brady sur PTO et c cble au PB PLP PB 14909 tube jaune fibre violette Position actuelle PMZ porte droite slot 4 D11 Tout ok chez client/DAE OK/","","\"
"IQPFTH","296614595","22777130","","DMS","/DMS/#PTO_non existante#/150 metre de c cble pose pto dlec ok/DAE OK/","","\"
"IQPFTH","296614592","22777131","","DMS","/DMS/#PTO_non existante#/60 metre de c cble pose pto dlec ok/DAE OK/","","\"
"IQPFTH","298931733","22777190","","ANN","/ANN-CLI//ANN//DAE NA/Non eligible au DAE","","\\\\"
"IQPFTH","297085997","22777203","","ANN","/ANN-CLI/Cihan annule le rendez-vous  il ne veut plus de la fibre optique","","\\"
"IQPFTH","297528729","22777221","","DMS","/DMS/#PTO_non existante#/Passage du c cble en fourreau de la pto jusqu au pbo. 70m/DAE KO/Ok","","\"
"IQPFTH","296500983","22777234","","DMS","/DMS/#PTO_non existante#/Pose jrtor a la PM 80m cable fibre optique Pose pto delc ok mise en service /DAE OK/","","\"
"IQSFTH","298709428","22710139","","ETU","CAC=Oui#GPS=#DN=JN462190/ETU//B ctiment non equip e manque pb dand l immeuble Client habite eu 2 eme tage /DAE NA/Non ligible au DAE","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\\$GM$ RDV REPRIS AVEC MME LE 05/05 ENTRE 8H ET 11H\\"
"IQPFTH","298471392","22710160","","DMS","/DMS/#PTO_non existante#/1 fo noir 100m/DAE OK/","","\\$GM$ CP Obtenu cliente le 19/04  Le client a bien compris les travaux a realiser et nous recontactera pour reprendre rdv des travaux finis.$APSM$ /GEM/#LITIGE: DR-Probleme de Regard#/Regard enterre le client doit faire le n  cessaire et contactera la ca pour reprendre un nouveau rendez-vous /DAE NA/Non   ligible au DAE\$GM$ Obtenu M. Dayou au 0698818022  le 26/04 a 11h07   repris RDV le 03/05 entre 10h   14h / $APTE$\"
"IQPFTH","299552312","22777299","","RMF","Apres plusieurs relances pas de retour client doit recontacter son OPT $APJC$ $GM$ AU Laisse MEVO le 27/04 pour reprendre nouveau RDV / $APSM$ GEM//Arr t municipal il faut l autorisation de la mairie et bloque la route /DAE NA/Non ligible au DAE","Merci de cleturer le rendez vous du client car il a annulsa commande   ","\\$GM$ AU Laisse MEVO le 27/04 pour reprendre nouveau RDV / $APSM$ GEM/#LITIGE: AU-Besoin d'une permission de voirie#/Arr  t municipal il faut l'autorisation de la mairie et bloque la route /DAE NA/Non   ligible au DAE\"
"IQSFTH","298936902","22777300","","RMF","uites a plusieurs relances au 0637245332 client doit contacter son OPT le 29/04 a 11:27 $APJB$ Relance \ Suite reponse SMS  laisse mevo le 26/04 a 16h08 sur le 0637245332 pour reprise de rdv. $APSP$ Relance //laisse mevo le 25/04 pour reprise de rdv $APEP$ RELANCE // ENVOY SMS LE 24/04 POUR REPRENDRE RDV $APMB$ S","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\\$GM$ LO Laisse MEVO au  0637245332 le 21/04 12h40 pour reprise de RDV $APMJ$\"
"IQPFTH","223372032","22777338","","","","",""
"IQPFTH","299553249","22777341","","ANN","/ANN-CLI//ANN//Le client a deja r silier son contrat /DAE NA/Non ligible au DAE","","\\"
"IQPFTH","299711803","22777350","","DMS","/DMS/#PTO_non existante#/Ok dms raccordement aerien test ok signal ok Cim et crioc effectuer Pto et box dans le salon 2 fo 220m . /DAE OK/","","\"
"IQCFTH","223467526","22777358","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Plp immeuble. Installation conforme. Delc ok. Passage de la jarretiere au PMI . PB 6087 tube marron tiret 1 fibre jaune au 1er etg Bloc brassage D03 Bloc op rateur connecteur 14 FI-9790-7272 D charge J750672/DAE OK/","","\\$GM$ LO  Laisse MEVO au  0658259781  le  22/04  a 16H53 pour reprendre nouveau RDV / $APAF$ \$GM$ rV\\Obtenu clt au 0298893256 le 27/04 repris rdv le 29/04 a  partir 10h00 $APEP$ \"
"IQCFTH","298251485","22777359","","DMS","Passage jarretiere pm/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/DAE JU/Ras","","\"
"IQPFTH","296142714","22777366","","RMF","Suite a plusieurs relances aucun retour de la part du clt  laisse mevo le 03/05 clt doit recontacter son operateur $APIL$ /GEM//Pr voir grande chelle+10m pour poteau EDF dans le champ voisin.voir nacelle 4 ?4 si besoin.vu c t installation client.photos a l appui./DAE NA/Non","","\\/GEM/#LITIGE: MC-Besoin binome ou materiel#/Pr  voir grande   chelle+10m pour poteau EDF dans le champ voisin.voir nacelle 4 ?4 si besoin.vu c  t   installation client.photos a l'appui./DAE NA/Non   ligible au DAE\"
"IQLFTH","299344395","22777375","","RMF","$GM$ Laisse mevo le 09/05 a informer que sont dossier va etre cloture  hors delais $APAF$","","\\Client avise de nous recontacter pour rdv\$GM$ RV Obtenu M PICAUD Richard au  0666120264  le 27/04 a 15h58  repris RDV le 29/04 de 14h a 18h / $APCC$\AB// Laisse mevo le 02/05 au 0666120264  pour reprise de rdv $APAN$  /GEM/#LITIGE: AB-Client absent#/Client absent/DAE NA/Non eligible au DAE\$GM$ Obtenu clt le 02/05 au 0666120264 repris rdv le 05/05 a partir de 14h $APIL$\"
"IQLFTH","296943819","22777383","","ANN","/ANN-CLI/annulation de commande","","\\/GEM/#LITIGE: RA-Refus passage en apparent dans les parties communes#/Le client vas demander l'autorisation de passage de c cble en apparent dans les parties communes  et il vas rappeler pour prendre un autre rendez vous /DAE NA/Non eligible au DAE\\"
"IQPFTH","297053924","22777398","","DMS","/DMS/#PTO_non existante#/Raccordement complet effectue en a rien le client a la prise optique o il le souhaite rien signaler tout est OK pm-18 pto-19 /DAE OK/","","\"
"IQPFTH","297581787","22777412","","ETU","CAC=Oui#GPS=#DN=#PBR=00509#PBG=47.637  -2.942#PBD=Chambre#PBA=/ETU//Echec PB situer ? 1700 metres du client  elle habite dans un lotissement ce sont des PB en chambre il faut reprendre un rdv sur le PB 00509 /DAE NA/Non ? li","","\\$GM$ /GEM/#LITIGE: AB-Client absent#/Son numero   a tombe au msg vocal.  AB /DAE NA/Non   ligible au DAE\\"
"IQPFTH","298194250","22777413","","DMS","Installation complete Cable pose 190m PTO pose","","\"
"IQPFTH","297931270","22777417","","TVC","$GM$ Obtenue client le 10/05 que nous informe avoir pas le temps de faire les travaux jusqu a mois juin  fera apres en aout $APAF$ /GEM/---/Reboucher f","","\\$GM$ Le tech a repris rdv avec le client pour le 10/05 a partir de 08H $APAF$  Rendez vous repris avec le client le 10/05 a 08h\\"
"IQPFTH","297401226","22777418","","DMS","/DMS/#PTO_non existante#/Mohand ok raccordement pavillon en souterrain pto pose dans le coffret de t l com a la demande du client val pm-17 Val pto-18 delc ok /DAE OK/","","\"
"IQSFTH","223302669","22777489","","DMS","/DMS/#PTO_existante#-#Malfacon PLP non detectee#-/Plp ok/DAE OK/decharge mutation j750840","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\\$GM$Obtenu clt le 21/04  repris rdv le 29/04 a partir de 10h $APAN$ \"
"IQPFTH","223087634","22777498","","DMS","/DMS/#PTO_non existante#/Racc aerien tout service ok pto installer au salon /DAE OK/","26/04/2023#ContactClient#","\$GM$  clt obtenu le 24/04/2023 a 17h30 au 0666800280 pour reprise de rdv le 28/04/2023 a partir de 10h00         HA* Note : clt a contacte Orange pour decaler son rdv car y avait une erreur sur la date du rdv \"
"IQLFTH","298477826","22710370","","TVC","Apres plusieurs relances pas de retour client doit recontacter son OPT $APJC$ $GM$ CP Obtenu cliente le 03/04 Le client a bien compris les travaux a realiser et nous recontactera pour reprendre rdv des travaux finis.$APSM$ /GEM//Le c","","\\$GM$ CP Obtenu cliente le 03/04  Le client a bien compris les travaux a realiser et nous recontactera pour reprendre rdv des travaux finis.$APSM$ /GEM/#LITIGE: AV-Demande autorisation au voisinage#/Le client va demander a son proprietaire l autorisation de passer le c cble en apparent le long du b ctiment ou poser une \\"
"IQCFTH","297462764","22777500","","DMS","/DMS/#PTO_non existante#/Tout ok plp ok /DAE OK/","","\$GM$ clt obtenu le 28/04/2023 a 19h30 au 0687756115 pour reprise de rdv le 03/05/2023 a partir de 11h00         HA*\"
"IQCFTH","297897672","22777501","","DMS","/DMS/#PTO_existante#-#Malfacon PLP non detectee#-/apcp ok plp ok/DAE OK/","","\\$GM$ LO Un rdv a ete repris par le technicien pour le 02/05  a 08h00 $APSM$  RDV REPRIS AVEC LE CLIENT //// SUITE a LA PANNE TECH  DATE : 02/05 /// 08H\"
"IQCFTH","299142302","22777506","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Plp immeuble. Installation conforme. Delc ok. Passage de la jarretiere au PMI./DAE OK/","","\"
"IQPFTH","297896456","22710397","","TVC","Apres plusieurs relances pas de retour client doit recontacter son OPT $APJC$ $GM$ CP Laisse mevo pour reprendre nouveau RDV des TVC fini $APAB$ Travaux client trapp introuvable","","\\$GM$ CP Laisse mevo pour reprendre nouveau RDV des TVC fini $APAB$  Travaux client trapp introuvable \\"
"IQPFTH","296501710","22777541","","DMS","/DMS/#PTO_non existante#/Pose jrtor a la PM 80m c cble fibre optique Pose pto delc ok mise en service /DAE OK/","","\"
"IQPFTH","296501712","22777557","","DMS","/DMS/#PTO_non existante#/Pose jrtor a la PM 80m cable fibre optique Pose pto delc ok mise en service /DAE OK/","","\"
"IQPFTH","223372097","22777562","","DMS","/DMS/#PTO_non existante#/Installation complete pavillon en souterrain passage de c cble en fa ade OK Bug crioc photos en pi ces jointes OK /DAE OK/","","\\$GM$ CP  laisse  mevo  au 06  le  24/04 a 18h30 pour reprendre nouveau RDV des TVC fini / $APAF$   /GEM/#LITIGE: CP-Travaux sur conduite privative#/Le client doit faire passer une gaine du garage vers le bureau /DAE NA/Non eligible au DAE\$GM$ Obtenu clt le 05/05 au  0637349378 repris rdv le 08/05 a partir de 14h $APIL$\"
"IQPFTH","298071195","22777600","","DMS","/DMS/#PTO_non existante#/Pose pto tirage de 150 metre de c cble fo jartiaire au pm debit ok ONT ok Mutation PB 998446 Tube vert fibre verte Position pm porte droite t te 1 C21 d charge A664246/DAE OK/","","\"
"IQPFTH","297085650","22777616","","DMS","Installation complete en souterrain","","\\/GEM/#LITIGE: DR-Probleme de Regard#/DAE NA/Non eligible au DAE\$GM$ Un rdv a ete repris par le technicien pour le 10/05 a partir de 08h00 $APSP$  RDV reprit pour le mercredi 10/05 a 08H\"
"IQPFTH","223373054","22777617","","ORT","/ORT//DAE NA/Non ligible au DAE","","\\"
"IQPFTH","299550981","22777622","","DMS","/DMS/#PTO_non existante#/DAE OK/ Passage de cable en gaine soudure au pb raccordement pm tout est ok","","\"
"IQPFTH","223371196","22777626","","DMS","/DMS/#PTO_non existante#/Installation complete pavillon ok/DAE OK/","","\"
"IQPFTH","296303255","22777653","","RMF","client injoignable ( il raccroche au nez sur les 3 numero ) impossible de reprendre rdv // gem depasser","","\\$GM$ client injoignable  message laisse  le 02/05/2023 pour pour reperdre un nouveau rdv a partir de 04/05/2023   Ke. \$GM$  client injoignable  message laisse  le 03/05/2023 pour pour reperdre un nouveau rdv a partir de 08/05/2023   Ke. \"
